category,screen_name,created_at,text,favorite_count,retweet_count 
Entertainment,ABSCBNNews,2019-12-03 04:39:53,"b""Angel Locsin hailed as one of Forbes Asia's 'Heroes of Philanthropy' https://t.co/fORH10Ae6O""",5747,809
Entertainment,taran_adarsh,2019-12-03 15:03:42,b'#Update: Biopic\xc2\xa0on #Indian mathematician Vashistha Narayan Singh announced... Directed by\xc2\xa0Neeraj Pathak... Produced by Excel Entertainment.',4117,199
Entertainment,Forbes,2019-12-03 21:41:02,"b""When Dylan Sprouse isn't acting, he oversees All-Wise Meadery in Brooklyn, where he brews honey wine. The business\xe2\x80\xa6 https://t.co/HZxD3wC7rV""",2989,224
Entertainment,GeethaArts,2019-12-03 10:55:29,b'108 Shots of Celebration &amp; 136 Seconds of Entertainment Loading \xf0\x9f\xa4\xa9\xf0\x9f\xa5\xb3\n\n#PratiRojuPandaageTrailer Will be out on Dec 4t\xe2\x80\xa6 https://t.co/ppEAlI5Ubw',2720,318
Entertainment,tcm,2019-12-03 15:01:24,"b'Fred Astaire, Oscar Levant, Nanette Fabray and Jack Buchanan are here to give you a little morning pep with their r\xe2\x80\xa6 https://t.co/xttO9eTZDQ'",555,101
Entertainment,AngelaRayner,2019-12-03 22:41:06,b'A class act both musically and politically \xf0\x9f\x91\x8d\xf0\x9f\x8c\xb9#VoteLabour12December #GeneralElection19 https://t.co/8y9xQuSs73',1900,547
Entertainment,officialEFCC,2019-12-03 18:58:34,"b'Sound Sultan Urges Entertainers to use their Platforms to Speak against Corruption, Internet Fraud\n\nNigerian music\xe2\x80\xa6 https://t.co/N27qcWgGM7'",312,72
Entertainment,TheAtlantic,2019-12-03 04:38:33,"b'In 1965, two American titans faced off on the subject of the country\xe2\x80\x99s racial divides. Nearly 55 years later, the e\xe2\x80\xa6 https://t.co/A0Mwi79xis'",192,91
Entertainment,BreitbartNews,2019-12-03 03:16:39,b'Renowned historian Barbra Streisand offers her incisive and illuminating historical analysis. https://t.co/gp2T6ctdoK',766,237
Entertainment,ClayTravis,2019-12-03 03:10:38,b'I disagree. We all have more entertainment options than ever before. Why would I choose to give money to people who\xe2\x80\xa6 https://t.co/YPPb5lMaAl',779,40
Entertainment,CNN,2019-12-03 02:00:06,"b'A sneak peak of the upcoming trailer for the 25th James Bond film, ""No Time to Die,"" has been released https://t.co/z1IPjXhqRf'",324,79
Entertainment,latimes,2019-12-03 04:18:00,b'Tom Kiefer began collecting items seized from migrants while he was working as a janitor at a U.S. Customs and Bord\xe2\x80\xa6 https://t.co/hpsekkokZQ',110,78
Entertainment,samhighfill,2019-12-03 04:38:08,"b'\xe2\x80\x9cI toyed with your lives, your emotions ... for entertainment.\xe2\x80\x9d To be fair, Chuck told the boys everything in The M\xe2\x80\xa6 https://t.co/EN0JH0hEIw'",538,48
Entertainment,vanbadham,2019-12-03 00:02:14,b'Greedy Smith from Mental as Anything has died! Oh no! \n\nThe soundtrack to the adolescence of millions of Australian\xe2\x80\xa6 https://t.co/O8btmft5Th',767,160
Entertainment,latestly,2019-12-03 03:36:26,"b""Prithviraj: @akshaykumar-@ManushiChhillar's Historical Drama Will Be Grander Than You Actually Thought\n\n#Prithviraj\xe2\x80\xa6 https://t.co/I0j96FhnfV""",295,130
Entertainment,dabeard,2019-12-03 02:54:39,"b'The Border Patrol trashed their possessions, but a janitor recovered them\xe2\x80\x94and has sought to give dignity to migrant\xe2\x80\xa6 https://t.co/9LC2ceNqJn'",291,135
Entertainment,rosswilsonmusic,2019-12-03 00:31:21,"b'So sorry to learn of Greedy\xe2\x80\x99s death today. Played a great fest w/ him just last Sat, was in fine form. Condolences\xe2\x80\xa6 https://t.co/GP9sOfIcS9'",515,94
Entertainment,jaketapper,2019-12-03 02:03:41,b'LA Times: Jury orders billionaire Alki David to pay $50 million in punitive damages in sexual battery suit https://t.co/KF1zGHbmrY',439,131
Entertainment,DelhiTimesTweet,2019-12-03 02:01:12,"b""#ShahRukhKhan's next is a comic action-thriller which goes on floors next year https://t.co/NoDmNOzBVW""",248,79
Entertainment,CNN,2019-12-03 01:00:08,b'The cat with the little tongue that stole the hearts of the internet has died at age 8. The news was announced to B\xe2\x80\xa6 https://t.co/6z2FPt2Fvc',486,107
Entertainment,MagdaSzubanski,2019-12-03 02:03:35,b'\xf0\x9f\x98\x8aJust want 2 set some facts str8 - I haven\xe2\x80\x99t had surgery recently. Very likely this person never actually met me. M\xe2\x80\xa6 https://t.co/dvWnd9ySGI',952,60
Entertainment,Dean_Devlin,2019-12-03 01:49:21,b'ATF Spotlight: Electric Entertainment - TVDRAMA https://t.co/X5XxuGFqIP',134,56
Education,ewarren,2019-11-27 19:22:27,b'This is cruel and appalling. These students simply dreamed of getting the high-quality higher education America can\xe2\x80\xa6 https://t.co/wQHS6bGbJE',24019,6341
Education,UNITEDWEDREAM,2019-11-27 17:30:56,"b'All year, ICE has been running a fraudulent university to bait and arrest (mostly Indian) immigrants looking for a\xe2\x80\xa6 https://t.co/xbDBDjay9Z'",2204,1680
Education,ArvindKejriwal,2019-11-27 10:15:00,"b'Extraordinary work has been done in Delhi in the fields of health, education, electricity, water etc. \n\nVolunteer w\xe2\x80\xa6 https://t.co/B0dmxyEOyo'",5927,1230
Education,DrJasonJohnson,2019-11-27 18:57:34,"b""Highlighting Mayor Buttigieg's problematic language and attitudes about black people and education (in 2011) isn't\xe2\x80\xa6 https://t.co/kLa9eHN2v7""",2619,608
Education,noname,2019-11-27 18:16:39,"b'wait, so the government is spending money on fake universities to deport people all the while prentending free educ\xe2\x80\xa6 https://t.co/LkyAX3PVjy'",3376,1063
Education,brianlilley,2019-11-27 12:32:28,b'Average teacher in Ontario earns $92k while the average Ontarian paying their bills earns $55k. Typical teacher wor\xe2\x80\xa6 https://t.co/wGzpSD8Fni',1802,1015
Education,brianlilley,2019-11-27 01:08:16,"b'When it comes to pay and benefits, Ontario teachers are very well compensated, have great benefits, great working c\xe2\x80\xa6 https://t.co/KBXfaaGDvZ'",627,347
Education,RoKhanna,2019-11-27 23:21:12,b'The top 1% in our country has $36 trillion in wealth. That is nearly double our GDP &amp; over 10 times the GDP of UK o\xe2\x80\xa6 https://t.co/cbpCF4Wnv2',3145,1098
Education,GabrielMariya,2019-11-27 09:17:58,b'Thank you President elect @vonderleyen for the trust announcing the new name of the portfolio under my responsabili\xe2\x80\xa6 https://t.co/TgyIei3yJH',1033,385
Education,briebriejoy,2019-11-27 23:30:23,"b'\xe2\x80\x9cAll over this country, too many HBCUs have struggled financially from a lack of federal resources, they\xe2\x80\x99ve suffere\xe2\x80\xa6 https://t.co/srafF25NVg'",1313,371
Education,Jessifer,2019-11-27 14:50:21,"b'The majority of higher education faculty have no preparation for the work of teaching. And most elite universities,\xe2\x80\xa6 https://t.co/wNQ338qUPp'",2522,518
Education,BillGates,2019-11-27 00:07:55,"b'At @Gestamp, an auto parts maker in Chattanooga, Tennessee, I saw how the factory is putting high school students o\xe2\x80\xa6 https://t.co/bDr5i1lk59'",6040,582
Education,rashtrapatibhvn,2019-11-27 10:51:59,"b'The world of higher education is an expansive one. For it to grow and empower us, we need support from all stakehol\xe2\x80\xa6 https://t.co/C3FwVTK9oU'",2638,240
Education,LPNational,2019-11-27 18:46:05,b'This is disturbing. Entrapment as a police practice is wrong. Lying to people trying to get an education is wrong.\xe2\x80\xa6 https://t.co/GFjuAEbH2v',672,184
Education,JVSinghINC,2019-11-27 15:14:50,"b'Proud to see a student studying in an engineering university in my constituency, Raghogarh has got a high profile j\xe2\x80\xa6 https://t.co/vGWbBY8oZI'",1816,213
Education,KentPage,2019-11-27 00:00:03,"b'We \xf0\x9f\x92\x9a this pic! Young friends studying together.\xf0\x9f\x8c\xb1\n\n#ForEveryChild, education. v/@unicefeducation \xf0\x9f\x8c\xbb https://t.co/Aao5AYHrHY'",68,26
Education,BBCNews,2019-11-27 00:06:52,"b""Bad dreams 'help to control fear when awake' https://t.co/xxYduKovdc""",75,33
Education,IlhanMN,2019-11-28 02:13:57,"b'DHS tricked immigrant students with the promise of education, cheating them out of millions of dollars. Then ICE ar\xe2\x80\xa6 https://t.co/2kfaL0SxeX'",17819,5424
Education,MbalulaFikile,2019-11-28 03:06:51,"b'Kiddies from Hope Day Care Center in Dobsonville, Soweto were aboard MangoSA to learn as they travelled on their an\xe2\x80\xa6 https://t.co/96jHpyEOYt'",17380,3335
Education,darrengrimes_,2019-11-28 20:58:00,"b'Margaret Thatcher as Education Secretary, 1971: \xe2\x80\x9cI started life with two great advantages: no money and good parent\xe2\x80\xa6 https://t.co/jlJPyOJ3Yq'",3221,985
Education,SriSri,2019-11-28 15:11:48,b'Technology has shrunk the world into a global village &amp; it is spirituality that will bind us as a family.Though inf\xe2\x80\xa6 https://t.co/OxbjwWu8Ke',2520,1143
Education,pbhushan1,2019-11-28 03:27:28,"b'The JNU student protest against the drastic fee hike proposed by the govt, effects not just JNU but students in uni\xe2\x80\xa6 https://t.co/qWqGsKWD7y'",2539,878
Education,aantonop,2019-11-28 18:36:11,"b'Thanks Satoshi for giving us a protocol of hope, disruption and change.\n\nThank you all for giving me your attention\xe2\x80\xa6 https://t.co/q0wwQAsUMq'",2712,325
Education,AamAadmiParty,2019-11-28 06:47:47,"b'""This is the first time since Independence, that the taxes of people are being invested in the people itself, in th\xe2\x80\xa6 https://t.co/MhAJbILsHO'",623,211
Education,davidfrawleyved,2019-11-28 02:17:40,"b'What modern education honors as an intellectual is the rajasic buddhi in the field of manas, not buddhi in its high\xe2\x80\xa6 https://t.co/i9bGsD4wnf'",1140,291
Education,Griz,2019-11-28 07:08:01,b'Almost every time I hop in a lyft and talk about the hard times of a city and ask what the driver thinks they could\xe2\x80\xa6 https://t.co/YVMBqIbpQ5',1913,244
Education,yadavtejashwi,2019-11-28 07:03:30,"b'My heartfelt tributes to #MahatmaJyotibaPhule ji, a great social reformer, thinker, foremost champion of social jus\xe2\x80\xa6 https://t.co/CBPgmzFDQY'",1576,239
Education,jkenney,2019-11-28 03:33:53,"b'Last week we commemorated the millions of lives taken in the Holodomor, the Communist planned famine-genocide of 19\xe2\x80\xa6 https://t.co/qEHggyl7qA'",400,181
Education,ficci_india,2019-11-28 06:57:21,"b""Gurudev @SriSri Ji releases the report on 'Human Capital Development in India' at the 15th edition of FICCI Higher\xe2\x80\xa6 https://t.co/kfwgL4BDGG""",404,180
Education,douglasemhoff,2019-11-28 17:07:35,"b'Hard to believe how life has changed since last Thanksgiving. But it\xe2\x80\x99s still just all about family, the one you are\xe2\x80\xa6 https://t.co/jsyeptGYu2'",1290,166
Education,va_shiva,2019-11-28 23:58:54,b'Most doctors can be replaced by even the dumbest AI - they unfortunately hide their ignorance with arrogance and kn\xe2\x80\xa6 https://t.co/38WlNQPdqx',762,209
Education,ficci_india,2019-11-28 06:53:22,b'We need to have role models &amp; idols in our education system: Gurudev @SriSri Ji at #FICCIHES2019. https://t.co/RxmKAmjQ6k',445,182
Education,MaxKennerly,2019-11-28 00:44:14,"b'With all of the schedule vaccines, however, the situation is quite different: a massive amount of research has been\xe2\x80\xa6 https://t.co/NTm2v4AvVx'",1318,173
Education,aaronMCN,2019-11-28 00:54:25,"b'The Hong Kong Higher Education International Affairs Delegation (@HKHIIAD), which participated in the lobbying effo\xe2\x80\xa6 https://t.co/ROO2e5keZO'",258,130
Education,INCKarnataka,2019-11-28 02:12:49,"b""Karnataka fares worst in teacher vacancies\n\n@BSYBJP doesn't care as the state is starting at deep education crisis\xe2\x80\xa6 https://t.co/WVMfZGN5X4""",210,60
Education,stpiindia,2019-11-28 02:04:10,b'Development of #AI-powered point-of-care device to screen cervical cancer by analysing microscopy images accurately\xe2\x80\xa6 https://t.co/bG9eKf1j9o',185,215
Education,EconomicTimes,2019-11-28 02:00:00,"b'In the absence of education, people would find it difficult to get skilled. In the absence of skills, young people\xe2\x80\xa6 https://t.co/NxdE1rzsZo'",70,20
Education,UNESCO,2019-11-28 00:00:00,"b'262 million children &amp; #youth are currently #OutOfSchool.\n\nBut the #RightToEducation applies to everyone, no matter\xe2\x80\xa6 https://t.co/YOPSagmfrG'",93,47
Education,GovernorBullock,2019-11-28 02:10:00,b'Here\xe2\x80\x99s my plan:\n\xf0\x9f\x93\x9a Double federal investment in K-12\n\xf0\x9f\x8f\xab Oppose vouchers and the privatization of public schools\n\xe2\x9d\x8c Rem\xe2\x80\xa6 https://t.co/nfEjyPLKoA',255,52
Education,MFATgovtNZ,2019-11-28 01:12:00,b'#FFSR stands for Fossil Fuel Subsidy Reform. The world spends $526 billion/year making fossil fuels cheaper to use.\xe2\x80\xa6 https://t.co/eU7JDJZhFU',35,26
Education,KentPage,2019-11-28 01:30:03,"b""Play \xf0\x9f\x8f\x8fFamily \xf0\x9f\x91\xaaEducation \xf0\x9f\x93\x9a#UN Convention on the Rights of the Child explains all children's rights. Do you know how\xe2\x80\xa6 https://t.co/nekUCWFrff""",30,17
Education,thewire_in,2019-11-28 01:50:00,b'There are 468 posts of Sanskrit lecturers sanctioned by the University Grants Commission (UGC) which have been lyin\xe2\x80\xa6 https://t.co/FnLNZEKtlw',96,35
Education,ChrisWarcraft,2019-11-28 01:02:51,"b'Like, I\xe2\x80\x99m still trying to find any sort of justification for trying to trap foreign students wanting to get an educ\xe2\x80\xa6 https://t.co/glFrcM3Tsk'",320,32
Education,thelcms,2019-11-28 01:14:01,b'From @LCMSSchools:\nWe give thanks for all who work in Lutheran education as they continue to teach and nurture thei\xe2\x80\xa6 https://t.co/JSOGUkBlYZ',45,18
Education,citizenstewart,2019-11-28 01:25:14,"b'I want Elizabeth Warren\xe2\x80\x99s education plan to be  fully implemented. \n\nNot the one the teachers\xe2\x80\x99 union wrote for her,\xe2\x80\xa6 https://t.co/fNuj3r7HRh'",92,17
Education,hunterwalk,2019-11-28 02:03:08,"b'""Like many rich Americans, I used to think educational investment could heal the country\xe2\x80\x99s ills\xe2\x80\x94but I was wrong. Fi\xe2\x80\xa6 https://t.co/qin5FKHZMz'",119,20
Education,RBReich,2019-11-29 19:44:00,b'The state of American democracy:\n\n-A President who serves Putin\n\n-A Sec. of Defense who serves contractors\n\n-An EPA\xe2\x80\xa6 https://t.co/XU3bd3pwMa',23360,10705
Education,IlhanMN,2019-11-29 20:04:04,b'Human rights:\n\xe2\x9c\x94\xef\xb8\x8f Healthcare\n\xe2\x9c\x94\xef\xb8\x8f Housing\n\xe2\x9c\x94\xef\xb8\x8f A fair living wage\n\xe2\x9c\x94\xef\xb8\x8f Clean air and water\n\xe2\x9c\x94\xef\xb8\x8f Seeking asylum\n\xe2\x9c\x94\xef\xb8\x8f Education\xe2\x80\xa6 https://t.co/2QSapjQvG3',30129,5199
Education,briebriejoy,2019-11-29 05:25:19,b'How noble that Harvard educated Pete is willing to sacrifice the political integrity of free public ed on the bad f\xe2\x80\xa6 https://t.co/MMCMmc6xPQ',10274,2069
Education,RoKhanna,2019-11-29 15:18:32,b'.@aoc facts. Only 1.4% of the benefits of free college go to the 1%. 98.6% to everyone else including middle class\xe2\x80\xa6 https://t.co/ur55bMdzS1',11011,2336
Education,ewarren,2019-11-29 19:46:38,"b""I got a high-quality public education for just $50 a semester\xe2\x80\x94but that opportunity doesn't exist today. States inve\xe2\x80\xa6 https://t.co/mZ5KRb1OYV""",24292,3803
Education,peterdaou,2019-11-29 13:41:44,"b'How messed up is our system, you ask?\n\nNO TOLERANCE FOR:\n\nUniversal healthcare.\nDignity at work.\nAffordable housing\xe2\x80\xa6 https://t.co/JuMZEz42Jc'",11365,3678
Education,saragoldrickrab,2019-11-29 02:45:29,"b'Dear @PeteButtigieg - It is clear you haven\xe2\x80\x99t spent much time in public higher education, where just 1% of students\xe2\x80\xa6 https://t.co/l8Qq6KSYim'",6702,1353
Education,matthaig1,2019-11-29 08:18:36,b'If people think taxes lead to an unhappier society they should visit Finland. Some of the highest taxes in the worl\xe2\x80\xa6 https://t.co/HLVhr3KoFi',5184,980
Education,JoshuaMZeitz,2019-11-29 20:27:23,"b'I\xe2\x80\x99m an FDR liberal. Public services\xe2\x80\x94Social Security, K-12 + college education, health care, roads, bridges, trash c\xe2\x80\xa6 https://t.co/IpYnkQtfdB'",7576,1283
Education,HamidMirPAK,2019-11-29 07:06:25,b'We must support #StudentsSolidarityMarch today for free school education and for the restoration of students unions\xe2\x80\xa6 https://t.co/df1qBTegPe',2355,566
Education,UKLabour,2019-11-29 07:30:00,"b'By asking the big businesses to pay a little more tax, we will be able to: \n\nProperly fund the NHS\n\nLift children o\xe2\x80\xa6 https://t.co/OvA9LumwW4'",1284,645
Education,SecretaryCarson,2019-11-29 14:43:44,b'Thankful to @realDonaldTrump and @BetsyDeVosED for targeting over 100 grants last year to economically-distressed c\xe2\x80\xa6 https://t.co/q3Ov00tFGV',1175,414
Education,sahilkapur,2019-11-29 15:49:56,"b'New York Times poll finds that a wealth tax is popular among Democrats, Republicans and independents \xe2\x80\x94 and among ev\xe2\x80\xa6 https://t.co/mixNSMlsVK'",3012,1360
Education,BBhuttoZardari,2019-11-29 08:38:19,b'The PPP has always supported Student unions. The restoration of student unions by SMBB was purposely undone to depo\xe2\x80\xa6 https://t.co/bYyQlbgWmm',3788,1338
Education,AdamHSays,2019-11-29 04:24:04,b'There was a time in the not too distant past when higher education was seen as a public good. Then the country grew\xe2\x80\xa6 https://t.co/W4npOIMXgC',2902,983
Education,maritstiles,2019-11-29 00:25:49,"b'While education workers were at the bargaining table, waiting for government to show up... \n\n... the Minister of Ed\xe2\x80\xa6 https://t.co/HHAQ1OPLRb'",420,202
Education,zachdcarter,2019-11-29 02:11:05,b'The logical extension of this argument is that k-12 public education is a giveaway to the rich. https://t.co/djw5GXoLHX',362,80
Education,DanteAtkins,2019-11-29 02:07:14,"b""Because what we really need to worry about is Jeff Bezos' kid getting a free education at Washington State? This f*\xe2\x80\xa6 https://t.co/9MB5lYmOoR""",271,41
Education,thehill,2019-11-29 02:05:06,b'Andrew Yang accused of discriminating against female employee at education company https://t.co/4HBUtb1suz https://t.co/DQJxD29D7T',43,24
Education,BBCNews,2019-11-29 02:10:40,"b""Smartphone 'addiction': Young people 'panicky' when denied mobiles https://t.co/yyUiU2K2zz""",80,40
Education,cspan,2019-11-29 02:06:00,b'.@BillClinton and @JebBush discuss Education - 9:30pm ET on C-SPAN https://t.co/8YZYIqd7QW https://t.co/nL0TXJqK1P',30,16
Education,PatrickGormanMP,2019-11-29 00:00:00,"b'He killed WorkChoices, delivered the Apology and saved Australia from the Global Financial Crisis.\n\n@MrKRudd joins\xe2\x80\xa6 https://t.co/m6tITGvJCe'",173,35
Education,HongKongHermit,2019-11-29 01:54:18,b'Trump\xe2\x80\x99s secretary of education is the sister of the private merc running training camps in Xinjiang. The whole Trum\xe2\x80\xa6 https://t.co/cmsp3VDISx',81,36
Education,DepEd_PH,2019-11-29 00:25:11,b'The Bawat Bata Bumabasa (3Bs) initiative recommends six elements of reading that learners must understand and be ab\xe2\x80\xa6 https://t.co/2fgN9mlAc9',71,30
Education,ELmagazine,2019-11-29 00:55:00,"b'No longer just a ""soft skill,"" gratitude can lead to higher grades and life satisfaction among students.\xe2\x80\xa6 https://t.co/Oz3gs4B8zM'",75,26
Education,SriSri,2019-12-01 04:54:24,"b""Sri Sri Academy completes 10 years with exceptional performance in academics &amp; extra curriculars. It's a successful\xe2\x80\xa6 https://t.co/1SM3G7xX8e""",2830,1115
Education,AuschwitzMuseum,2019-12-01 18:16:56,"b""You've been asking us to set a new goal: 1 million, 7,5 million or other symbolic numbers. For now - we will do our\xe2\x80\xa6 https://t.co/DAgkDhTcRR""",4167,1056
Education,SriSri,2019-12-01 12:15:04,"b""Met 150+ heads of 92 educational institutions including VCs, Registrars, Directors &amp; Principals at an Educators' Me\xe2\x80\xa6 https://t.co/C6JPlkTyXd""",2650,1123
Education,SadhguruJV,2019-12-01 15:31:07,b'The girl children in rural India have been seriously disadvantaged for a long time. The only way to create a level\xe2\x80\xa6 https://t.co/XrljuZJb07',1845,685
Education,KamalaHarris,2019-12-01 14:18:00,"b'There are nearly 40 million people living with HIV around the world. On #WorldAIDSDay, it is my commitment to you t\xe2\x80\xa6 https://t.co/y3eDxLl2KL'",4561,1383
Education,davidschneider,2019-12-01 21:31:29,"b'Tories:\n\xe2\x80\x9cBrexit will allow us to attract the brightest and best\xe2\x80\x9d\n\nIn unrelated news, at least 11000 of the brightes\xe2\x80\xa6 https://t.co/iLQf97y5u1'",3187,1572
Education,CNN,2019-12-01 16:01:09,"b'Asian nations consistently outrank the US in secondary education, according to PISA scores. Author Teru Clavel says\xe2\x80\xa6 https://t.co/BriM79wzaY'",880,357
Education,SadhguruJV,2019-12-01 14:02:56,"b'In the last 11 years, @ishavidhya has transformed lives of thousands of underprivileged children &amp; their families b\xe2\x80\xa6 https://t.co/qBhnGeRMeq'",1709,977
Education,nytimes,2019-12-01 19:00:04,"b'Venezuela\xe2\x80\x99s 6-year economic crisis is hollowing out the country\xe2\x80\x99s school system \xe2\x80\x94 for decades, an engine that made\xe2\x80\xa6 https://t.co/hTmNYi44oD'",244,231
Education,ColMorrisDavis,2019-12-01 21:14:54,"b'Thanks, Claude!  Mark Meadows has spent 3 terms in Congress working his own agenda as #NC11 struggles with poverty,\xe2\x80\xa6 https://t.co/9rIVXh3y4F'",941,434
Education,andreajenkyns,2019-12-01 10:14:36,"b""A vote for me and the @Conservatives on December 12th is a vote to:\n\nUnleash Britain's potential \xe2\x9c\x85\n#GetBrexitDone\xe2\x80\xa6 https://t.co/annDCh84Nt""",1674,422
Education,JulianCastro,2019-12-01 19:18:49,"b'On #WorldAIDSDay and every day, we have to fight to end the stigma against people with AIDS and HIV. \n\nWe need bett\xe2\x80\xa6 https://t.co/VCtN3hm4EL'",1420,537
Education,TahirulQadri,2019-12-01 12:01:33,"b'Mustafavi Students Movement was established to take youth away from immorality and extremism, and to put them on to\xe2\x80\xa6 https://t.co/fGfrYPNMfM'",734,322
Education,AKurmanaev,2019-12-01 11:54:31,b'The collapse of Venezuelan education on the front page of @nytimes today. With @IsayenHG &amp; @Adriaventuras https://t.co/PoF82DODkh',372,398
Education,Plaid_Cymru,2019-12-01 20:50:45,"b'""I stand here on this stage because an earlier generation gave me a chance. \n\nBorn in a council house, educated at\xe2\x80\xa6 https://t.co/TKn7E4AXbZ'",623,168
Education,Dave_Khan,2019-12-01 03:57:42,b'I\xe2\x80\x99ve been so disturbed by what I\xe2\x80\x99ve seen coming from the UCP tonight\n\nBut I do want to talk about how we move forwa\xe2\x80\xa6 https://t.co/K0rWVCalN2',353,82
Education,thrasherxy,2019-12-01 04:29:14,b'By demanding LGBTQ young adults specifically (&amp; young adults in general) be bound to their parents\xe2\x80\x99 earnings WHICH\xe2\x80\xa6 https://t.co/Kx3scpzMaX',305,75
Education,Chinmayi,2019-12-01 04:08:49,"b'Please let us not pander this \xe2\x80\x98education\xe2\x80\x99 as a reason for rape.\nHighly educated, highly powerful, rich people rape\xe2\x80\xa6 https://t.co/P4RTVKRHhM'",302,46
Education,JaimeSaavedra22,2019-12-01 01:37:49,"b'The collapse of the education system in Venezuela is not only condemning an entire generation to poverty, but risks\xe2\x80\xa6 https://t.co/CwIhYPqFJV'",86,42
Education,latimes,2019-12-01 00:03:00,"b'In a rare confluence that will shape the future of California higher education, the state\xe2\x80\x99s two top university jobs\xe2\x80\xa6 https://t.co/m8HdUFGhpm'",84,45
Education,KentPage,2019-12-01 03:00:03,b'#EducationCannotWait for any child. \nPlease RT if you agree! \n\n@EduCannotWait: the first global multilateral fund d\xe2\x80\xa6 https://t.co/VEZ28ullMQ',76,51
Education,rais_shk,2019-12-01 03:46:28,b'Our initiative : Free &amp; Quality Education Project @ UMR Mum. Public School. Inspiring example of Public Pvt. Partne\xe2\x80\xa6 https://t.co/zYftVhQuVV',206,39
Education,profmusgrave,2019-12-01 04:11:36,b'US News and World Report died years ago but survives as a poltergeist to curse American higher education',356,39
Education,SuellaBraverman,2019-12-01 00:29:34,b'Reasons to vote @Conservatives #GE2019 \nReason Number 10: ALL Fareham schools will receive increased per pupil fund\xe2\x80\xa6 https://t.co/0Kc2lD0mWu',98,21
Education,santoshspeed,2019-12-01 04:29:55,b'What can stop these heinous crimes: \n\n-Justice must be delivered in months not yrs.\n\n-Reform education &amp; teach kids\xe2\x80\xa6 https://t.co/9MbCJPJsLp',90,39
Education,egavactip,2019-12-01 04:18:11,"b""It's actually worse than the headline suggests--she went on her rant after a student expressed thanks his gay dads\xe2\x80\xa6 https://t.co/wCKRn5riGx""",165,49
Education,KentPage,2019-12-01 01:30:03,"b'Meet Ma Thi Do. She attends an ethnic secondary school in #Vietnam. She\xe2\x80\x99s very happy, because she gets a fair chanc\xe2\x80\xa6 https://t.co/Q43jkZ8Vhk'",71,29
Education,MPNaveenJindal,2019-12-01 03:41:13,"b'HIV continues to be a major global public health issue, having claimed more than 32 million lives so far. Approxima\xe2\x80\xa6 https://t.co/9zZ4uNB99E'",117,53
Education,MWLOrg_en,2019-12-01 00:35:06,"b'The #MuslimWorldLeague supports orphans in #Ghana by providing high-quality education, shelter, food &amp; clothing.\xe2\x80\xa6 https://t.co/H51U5Qv7tO'",253,28
Education,DarshanaJardosh,2019-12-01 04:17:09,"b'Warm Birthday wishes to Gujarat MoS Health and Family Welfare, Medical Education &amp; Varachha MLA Shri Kishorbhai Kan\xe2\x80\xa6 https://t.co/oetEKMGavL'",192,29
Education,UKLabour,2019-12-02 17:07:00,"b'You earn \xc2\xa382k per year.\n\nYou pay \xc2\xa39 per month for Spotify,\n\xc2\xa310 for Netflix\n\nAnd \xc2\xa38.33 per month in your subscriptio\xe2\x80\xa6 https://t.co/P2HOrNITYE'",40453,14523
Education,JacquelineMaley,2019-12-02 22:25:02,b'Australia has decided to cease all foreign aid to Pakistan. Our aid has been focused on women and girls - education\xe2\x80\xa6 https://t.co/SmscDsEbiU',433,363
Education,nytimes,2019-12-02 23:20:03,"b'Chanting ""End Jim Crow"" and ""Education is a right, not just for the rich and white,"" roughly 300 students walked ou\xe2\x80\xa6 https://t.co/PMAx7mrnqP'",670,228
Education,RepTedDeutch,2019-12-02 21:44:42,"b""Almost 200,000 children in Florida would lose access to free lunch programs under new Trump's new limits on SNAP qu\xe2\x80\xa6 https://t.co/MyCGuq4L9O""",140,108
Education,madhukishwar,2019-12-02 17:55:34,b'Another foolish compromise by @@narendramodi govt. More #sickular than the #Congress. \n\nBurkha &amp; kirpan to be allow\xe2\x80\xa6 https://t.co/e6YO1sMwrf',1518,998
Education,SmithFamily_org,2019-12-02 23:35:56,b'A big day at @AuburnNthPS for the launch of our Christmas Appeal in NSW. Thanks to NSW Education Minister\xe2\x80\xa6 https://t.co/D19BxebEUr',218,53
Education,TajinderBagga,2019-12-02 11:05:12,"b'Mumbai Govt ? Its Maharashtra Govt Dear. Hey bhagwan. ,500 me achi education bhii nhi milti https://t.co/tyNHX9EjYL'",13753,3273
Education,KamalaHarris,2019-12-02 13:48:00,"b'It\xe2\x80\x99s a no-brainer that if we want our children to thrive, we need to reinvest in America\xe2\x80\x99s public education system\xe2\x80\x94\xe2\x80\xa6 https://t.co/k9Sg76i6lE'",4298,1192
Education,MicrosoftEDU,2019-12-02 23:16:47,b'The Microsoft Educator Community is getting a brand-new website! All your achievements will be on the new site but\xe2\x80\xa6 https://t.co/A7ZHB1wkEu',161,74
Education,mitchellvii,2019-12-02 16:11:38,"b""Dempcrats are saying their BIG ISSUES for 2020 are Health Care and Education.\n\nUm, weren't those their big issues i\xe2\x80\xa6 https://t.co/ewVayAMvhd""",830,446
Education,amyklobuchar,2019-12-02 18:44:55,b'Thanks to all the special education professionals who help make sure that every child has access to a strong educat\xe2\x80\xa6 https://t.co/pUewYFwOse',1060,227
