category,screen_name,created_at,text,favorite_count,retweet_count 
Politics,rssurjewala,2019-11-29 12:14:49,b'India\xe2\x80\x99s GDP has collapsed to an abysmal 4.5%. We are in a virtual free-fall. This is the lowest GDP quarter in 6 ye\xe2\x80\xa6 https://t.co/rvmwo5cIBI',1854,603
Politics,janeosanders,2019-11-29 22:17:21,"b'And yet, we are not addressing it as an emergency. The questions about the  @BernieSanders  &amp; @AOC #GreenNewDeal ar\xe2\x80\xa6 https://t.co/ha6dzz2GyG'",4107,1221
Politics,MotherJones,2019-11-29 01:00:21,b'Reminder: Trump owes $50 million to one of his own companies. We uncovered information that raises questions about\xe2\x80\xa6 https://t.co/8OF1k5sKSv',1381,947
Politics,maggieNYT,2019-11-29 00:57:57,"b'\xe2\x80\x9cFor although he may seem unpredictable, Chinese officials are betting that Trump\xe2\x80\x99s transactional approach to polit\xe2\x80\xa6 https://t.co/GWb1ddEBxM'",1287,552
Politics,BenSpielberg,2019-11-29 00:24:46,"b'Corporate Democrats are fond of saying ""I\'m a progressive who gets things done."" Those familiar with candidates\' re\xe2\x80\xa6 https://t.co/K3d5gQv2gu'",2294,714
Politics,CNN,2019-11-29 00:30:10,"b""America's former First Family wished the country a happy Thanksgiving with some family photos and some helpful advi\xe2\x80\xa6 https://t.co/o0pO2COlHP""",3875,576
Politics,alvinllum,2019-11-29 00:51:46,b'DOJ to Court of Appeal: HK\xe2\x80\x99s system is executive-led as we never really practise separations of powers.\n\nA controve\xe2\x80\xa6 https://t.co/qf4DW7gMgG',387,335
Politics,BreitbartNews,2019-11-29 01:39:19,b'Ken Cuccinelli left a popular D.C. pub after Martin O\xe2\x80\x99Malley raised his voice and berated him regarding the Trump a\xe2\x80\xa6 https://t.co/0Am85CF61V',354,174
Politics,kimbakit,2019-11-29 00:59:21,"b'\xf0\x9f\x93\x85Oct 13: Liberals claim \xf0\x9f\x92\xa3Gladys Liu had completed a ""self-audit"" of her membership of foreign govt front groups\xe2\x80\xa6 https://t.co/QstflmTx6e'",179,147
Politics,democracynow,2019-11-29 01:06:01,"b'Arundhati Roy on Kashmir, Modi &amp; the State of Indian Politics https://t.co/0H1zgetUQ6 https://t.co/iemg6cstkZ'",71,40
Politics,BreitbartNews,2019-11-29 00:23:36,"b""With America's booming economy and record-shattering jobs outlook and stock market, working-class Americans are tak\xe2\x80\xa6 https://t.co/6v1raBeRrB""",364,119
Politics,Slate,2019-11-29 01:01:24,b'Martin O\xe2\x80\x99Malley says Ken Cuccinelli is \xe2\x80\x9cthe son of immigrant parents who cages children for a fascist president.\xe2\x80\x99 https://t.co/FNfmRn67oN',239,84
Politics,CNNPolitics,2019-11-29 00:05:05,b'The Obamas share messages of gratitude on Thanksgiving https://t.co/QTPJ1eek5g https://t.co/PLMc7yxNH5',274,55
Politics,arusbridger,2019-11-29 00:16:08,b'Watch this clip in full. It tells you a lot about modern politics https://t.co/zae89uc6lC',35,17
Politics,mariachin,2019-11-29 00:29:33,"b'Bravo! Such display of courage and rising above politics! #RuleOfLawRULES\nBe lions, display loyalty to rule of law,\xe2\x80\xa6 https://t.co/rqLXNiZHU6'",70,34
Politics,guardian,2019-11-29 00:14:12,"b""Tories threaten to review Channel 4's broadcasting remit after ice sculpture takes Boris Johnson's place in\xe2\x80\xa6 https://t.co/9rb5Xe2fLC""",146,51
Politics,ABCPolitics,2019-11-29 01:26:29,"b""Disabled veterans say they face intense struggles when flying and airlines often won't help.\n\n\xe2\x80\x9cIt\xe2\x80\x99s not just a vete\xe2\x80\xa6 https://t.co/X9xILRcOYa""",74,40
Politics,MotherJones,2019-11-29 00:00:25,"b""A closer look at Joe Biden's relationship with the financial industry is way past due. https://t.co/cxgjVS10TF""",42,22
Politics,miqdaad,2019-11-29 00:00:06,"b'@BrandonLewis @bbcquestiontime @hopenothate 15 councillors suspended due to Islamophobia, were secretly reinstated\xe2\x80\xa6 https://t.co/mAannAPbtt'",25,16
Politics,realDonaldTrump,2019-12-01 01:24:34,"b""\xe2\x80\x9cSen. Tim Scott Says Trump 'Innocent,' 'No Way' Senate Convicts\xe2\x80\x9d https://t.co/P6ONkI8n0P""",57826,16141
Politics,SistahScholar,2019-12-01 03:37:24,b'A word about the rash of hit pieces on the Kamala campaign. First let me say I\xe2\x80\x99m a political scientist. And my enti\xe2\x80\xa6 https://t.co/JMeV5Mo4t1',13804,5292
Politics,Sarah_Boxer,2019-12-01 13:45:24,"b'Sniper who served in Gallagher\xe2\x80\x99s platoon, speaking out for 1st time, tells @nytimes Trump played role in making cas\xe2\x80\xa6 https://t.co/ZJTlnwE0Cp'",10928,4917
Politics,JoeNBC,2019-12-01 23:37:00,b'\xe2\x80\x9cThank God. No one is accusing us of interfering in the United States elections anymore. Now they\xe2\x80\x99re accusing Ukrai\xe2\x80\xa6 https://t.co/mjjNH9k28J',17411,5711
Politics,BBCRealityCheck,2019-12-01 13:46:25,"b""Boris Johnson told #MarrShow the Queen's Speech - which set out his plans for government including a bill to preven\xe2\x80\xa6 https://t.co/0eXzn2oXQv""",18754,12424
Politics,HamillHimself,2019-12-01 19:34:18,"b""When I've had my fill of politics &amp; reality\xf0\x9f\x98\xa9- I find humor &amp; animals positivity therapeutic.\xf0\x9f\xa4\xa3 https://t.co/humdKdQ8zd""",39858,3716
Politics,neal_katyal,2019-12-01 21:29:51,"b""Only lawmaker to have worked 3 impeachment probes says Trump's Ukraine conduct 'more serious' than Nixon's Watergate https://t.co/mUJnqTehDa""",10460,3568
Politics,FrankFigliuzzi1,2019-12-01 20:02:24,b'We\xe2\x80\x99ve reached the dangerous place where the military and their Commander in Chief don\xe2\x80\x99t trust each other: Trump\xe2\x80\x99s I\xe2\x80\xa6 https://t.co/CoUfGetiq6',10704,4045
Politics,peterbakernyt,2019-12-01 14:24:58,"b""Accused of killing an unarmed, sedated captive, he held up the dead man's head by the hair for a trophy picture. Th\xe2\x80\xa6 https://t.co/o6Sp1MJldJ""",11159,6328
Politics,BreitbartNews,2019-12-01 12:00:15,"b""UPDATE: The former president of Poland and a prominent member of Burisma's board, Aleksander Kwasniewski, said Frid\xe2\x80\xa6 https://t.co/egqkm91iDK""",9829,5459
Politics,morningmoneyben,2019-12-01 14:27:33,b'Just a stunning pair of paragraphs. https://t.co/h4k5bhhGD2 via @NYTimes https://t.co/aBbaiAFLSU',8420,5105
Politics,olamide_YBNL,2019-12-01 09:25:00,"b""\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 RT @Catchoris: Last night, Olamide showed why he might be Naija's favourite record label head. \n\nThe man stopp\xe2\x80\xa6 https://t.co/9GiELl784Z""",5553,844
Politics,RoKhanna,2019-12-01 12:42:47,b'This is politics devoid of facts. Our nation\xe2\x80\x99s obligation to NATO were less than .1% of our Pentagon budget. Trump\xe2\x80\xa6 https://t.co/usZ8DiZsuO',3443,1775
Politics,ChukaUmunna,2019-12-01 21:04:16,"b'Proud to be led by a leader who takes on the foul, nasty politics of Farage, Trump and Johnson \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/ZBTL0qMw42'",2456,677
Politics,nytimes,2019-12-01 16:00:02,b'President Trump\xe2\x80\x99s handling of the case of Chief Petty Officer Edward Gallagher has distressed active-duty and retir\xe2\x80\xa6 https://t.co/dfzSlLBapm',4258,1902
Politics,AndrewYang,2019-12-01 01:16:50,b'The best source of money in business is customers. The best source of money in politics is voters.  That\xe2\x80\x99s how we win.  \xf0\x9f\x98\x80\xf0\x9f\x99\x8f\xf0\x9f\x92\xaa',6057,832
Politics,michaeljohns,2019-12-01 00:23:28,"b""One year ago today, we lost my former boss President George H.W. Bush.\n\nHere's what I told @BBCWorld about his extr\xe2\x80\xa6 https://t.co/ivmgLm9LpW""",149,233
Politics,michaeljohns,2019-12-01 00:59:00,"b""On the one-year anniversary of President George H.W. Bush's passing, here's what I told @cgtnamerica then about his\xe2\x80\xa6 https://t.co/y9EIkJNFH3""",117,226
Politics,Independent,2019-12-01 01:09:14,"b'Boris Johnson described most deprived members of society as \xe2\x80\x98chavs, losers, burglars and drug addicts\xe2\x80\x99 https://t.co/5gJhCtbarz'",187,183
Politics,NewsHour,2019-12-01 00:01:00,b'President Trump\xe2\x80\x99s defense of his actions with Ukraine collides with the known facts and the testimony of witnesses\xe2\x80\xa6 https://t.co/eG6wmnKiep',118,86
Politics,USATODAY,2019-12-01 00:36:00,b'House Speaker Nancy Pelosi will lead a delegation of Democratic lawmakers to the United Nations conference on clima\xe2\x80\xa6 https://t.co/CThXLc03w1',301,81
Politics,bpolitics,2019-12-01 00:08:06,"b'\xe2\x80\x9cIf Trump directed Rudy\xe2\x80\x99s activities, then he\xe2\x80\x99s criminally responsible for them\xe2\x80\x9d https://t.co/034XKdq7S0'",135,89
Politics,CNNPolitics,2019-12-01 00:28:03,b'Andrew Yang says impeachment may not help the Democrats in 2020 https://t.co/AQDzSr5slK https://t.co/phop7ta64c',482,92
Politics,jacobinmag,2019-12-01 00:00:00,"b'Twenty years ago today at the Battle of Seattle, tens of thousands of militant protesters reminded us that another\xe2\x80\xa6 https://t.co/M4ooLSRCg3'",140,51
Politics,rakeshfilm,2019-12-01 00:32:42,"b'RSS is a \xe2\x80\x9ccultural\xe2\x80\x9d organisation, not involved in politics.\n\xf0\x9f\x98\x82 https://t.co/kEzOPLqp0e'",239,38
Politics,TrueFactsStated,2019-12-01 01:16:14,"b""Six degrees of Rudy: Giuliani's web tangles three Trump controversies https://t.co/YbRjk1CjXJ""",103,55
Politics,MotherJones,2019-12-01 01:00:27,b'Cory Booker is tapping a potent vein in Black Democratic politics. Will it help him win? https://t.co/ZmssHZXCjw',46,18
Politics,ivieani,2019-12-01 01:10:46,b'I\xe2\x80\x99m very interested in seeing what Pac would\xe2\x80\x99ve become and how he would be perceived now given all the layers of hi\xe2\x80\xa6 https://t.co/DKoc04iMCF',198,32
Politics,TheMarySue,2019-12-01 00:40:00,b'When my relatives start talking politics over the holiday. https://t.co/3VAVp5vtEL',153,27
Politics,michaelcrowley,2019-12-01 00:27:25,"b'The White House outfoxed plane-spotters, Twitter watchers and leaky Washington. (But Trump never got his turkey.) https://t.co/qo4pqZl7NX'",153,37
Politics,rachshabi,2019-12-02 23:17:48,"b'Boris Johnson is refusing to release an actual dossier on Russian meddling in British politics, including the Conse\xe2\x80\xa6 https://t.co/ni8WGj21jU'",5629,2321
Politics,RepAndyBiggsAZ,2019-12-02 23:11:05,b'\xf0\x9f\x9a\xa8 THE REPORT IS OUT \xf0\x9f\x9a\xa8\n\nThe facts are on @POTUS @realDonaldTrump\xe2\x80\x99s side. No evidence to support the Democrats\xe2\x80\x99 never\xe2\x80\xa6 https://t.co/bSA8G3gVHJ',1329,622
Politics,nytimes,2019-12-02 21:09:07,"b'In their impeachment defense of President Trump, House Republicans will argue that his decision to withhold militar\xe2\x80\xa6 https://t.co/M8daQ34vMp'",5175,1951
Politics,thecjpearson,2019-12-02 20:25:41,b'Our politics is broken. Our Congress is non-reflective of the people. \n\nWe need term limits. Now. \n\nIt\xe2\x80\x99s time to clean house.',8988,2086
Politics,joncoopertweets,2019-12-02 20:41:26,b'Trump intervened again on behalf of a Navy SEAL who was charged but acquitted of war crimes in the death of a captu\xe2\x80\xa6 https://t.co/FcbdySR9GO',3056,3045
Politics,cnnadam,2019-12-02 23:04:04,"b'The Justice Department, after @CNN and BuzzFeed sued, released more FBI memos and notes the Mueller probe, includin\xe2\x80\xa6 https://t.co/GgU81p5nsy'",1639,853
Politics,BreitbartNews,2019-12-02 22:46:46,"b'KLEIN: Adam Schiff, the chairman of the House Intelligence Committee, is rejecting Republican requests for him to t\xe2\x80\xa6 https://t.co/mOo7B0OVqt'",1347,724
Politics,jeremycorbyn,2019-12-02 19:25:49,b'Artists have the ability to connect people with politics in a deeply profound way.\n\nI thank the musicians who have\xe2\x80\xa6 https://t.co/wVdukm9SVv',5606,1796
Politics,vmsalama,2019-12-02 21:54:42,"b'A month after ending his presidential campaign, Democrat Beto O\xe2\x80\x99Rourke has turned his attention to state politics \xe2\x80\x94\xe2\x80\xa6 https://t.co/39JZih81zQ'",3113,766
Politics,GroovyBruce,2019-12-02 21:56:44,"b'Yes. Politics is just like a possessed hand, shattering plates over your skull - again and again and again... https://t.co/pXSw1UZCr7'",3971,724
Politics,CREWcrew,2019-12-02 23:30:06,"b'Given that Congressman Duncan Hunter will now be a convicted criminal for abusing his office, he must resign immedi\xe2\x80\xa6 https://t.co/ADnpaI5PW0'",1010,359
Politics,joshscampbell,2019-12-02 20:26:51,"b'Rep. Duncan Hunter, who previously called the case against him an organized \xe2\x80\x9cwitch hunt\xe2\x80\x9d by the Justice Department,\xe2\x80\xa6 https://t.co/hq762zrGAl'",13966,4039
Politics,SethAbramson,2019-12-02 23:06:51,"b'In the video at the link, @ChrisCuomo does an amazingly thorough debunking of the four distinct, Kremlin-born consp\xe2\x80\xa6 https://t.co/eUv88WdzDK'",2084,1828
Politics,PeterStefanovi2,2019-12-02 23:13:58,b'Channel 4\xe2\x80\x99s shocking Dispatches on child poverty is the reality check this election needs https://t.co/GDucBou3WW',940,774
Politics,joncoopertweets,2019-12-02 23:00:17,"b'\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb5\xf0\x9f\x8e\xb6\n\nAnother one bites the dust\nAnother one bites the dust\nAnd another one gone, and another one gone\nAnother one b\xe2\x80\xa6 https://t.co/5kbOKMsY1n'",2716,786
Politics,TheOnion,2019-12-02 18:10:27,b'Pete Buttigieg Admits Only Recently Realizing Black People Can Vote https://t.co/f0DQKE6XhZ https://t.co/Q117k4MfZb',13001,2723
Politics,CNNPolitics,2019-12-02 17:30:50,"b'Speaker Pelosi at a climate change conference in Madrid: ""We aren\'t here to talk about impeachment or the President\xe2\x80\xa6 https://t.co/cQgxxkHx5o'",6936,1734
Politics,TheOnion,2019-12-02 18:41:23,b'Nation Calls For Letting Biden Rub Women\xe2\x80\x99s Shoulders Again After Seeing What He\xe2\x80\x99ll Do Instead\xe2\x80\xa6 https://t.co/OMojACxoIP',7167,1264
Politics,CNBCPolitics,2019-12-02 18:15:00,"b'The Trump campaign is revoking press credentials for Bloomberg News employees in response to its ""troubling and wro\xe2\x80\xa6 https://t.co/HaZrSHCrD1'",1745,1145
Politics,jeremycorbyn,2019-12-02 18:19:07,b'We must stop our NHS being on the table in a toxic US trade deal. \n\nhttps://t.co/9jyE3vKBGT',6205,2344
Politics,RepLeeZeldin,2019-12-02 03:28:45,b'This impeachment effort by House Dems is certain to go down in US history as one of the most epic face plants ever\xe2\x80\xa6 https://t.co/PFWO6GYE1s',20880,6960
Politics,georgeeaton,2019-12-02 19:10:57,b'There are four million UK children living in poverty and this figure is forecast to reach a record high of five mil\xe2\x80\xa6 https://t.co/J7wKu6JNEK',473,479
Politics,TheOnion,2019-12-02 15:36:05,b'White House Begins Christmas Season With Ceremonial Lighting Of Cross https://t.co/ErJILmqiG3 https://t.co/8iwD1cOK0Z',10082,2005
Politics,adamgoldmanNYT,2019-12-02 18:43:54,"b""Rep. Duncan Hunter to abandon 'not guilty' plea in campaign finance scandal https://t.co/MljpgQ5oGr""",2324,870
Politics,ABC,2019-12-02 11:02:06,"b'""Give me a hug"": 2020 candidate Elizabeth Warren shares emotional moment with young voter over struggle for accepta\xe2\x80\xa6 https://t.co/ADdgaLi66a'",15198,2821
Politics,latinovictoryus,2019-12-02 18:27:44,"b""26,000. \n\nThat's how many migrant children the Trump administration anticipated it would separate as part of their\xe2\x80\xa6 https://t.co/PAebGNzb85""",742,408
Politics,GOPChairwoman,2019-12-02 02:07:22,"b'Whether it\xe2\x80\x99s the Russia hoax or the Ukraine hoax, it\xe2\x80\x99s all politics for Jerry Nadler.\n\nAs @DevinNunes points out, \xe2\x80\x9c\xe2\x80\xa6 https://t.co/XjwMxuR0sd'",4965,1913
Politics,HeatherAntos,2019-12-02 13:35:54,"b""THEM: Star Wars has NEVER been about Politics!\n\nME: It's literally about a young man who is convinced by a fringe r\xe2\x80\xa6 https://t.co/BVy2PdBZBT""",4804,891
Politics,HouseGOP,2019-12-02 17:46:18,"b""It's been over ONE YEAR since the USMCA was signed.\n \nFor one year, Nancy Pelosi and House Democrats have put their\xe2\x80\xa6 https://t.co/MT4mux0Q65""",689,310
Politics,stephenkb,2019-12-02 18:20:34,b'Our penultimate poll update. Can now say with confidence: Labour *are* gaining in the polls at Liberal Democrat exp\xe2\x80\xa6 https://t.co/3R4i8gg2kH',955,400
Politics,EvanMcMullin,2019-12-02 00:49:30,"b'Okay, well, if neither Trump nor his lawyers will participate in a public hearing about impeachment and how it may\xe2\x80\xa6 https://t.co/n1yiK8uG6T'",9065,2912
Politics,DanCrenshawTX,2019-12-02 01:48:59,"b'Group versus group politics is dangerous. Identity politics is based on Marxism, and is the opposite of the foundat\xe2\x80\xa6 https://t.co/3Rot7pfsk2'",5205,1443
Politics,BarbMcQuade,2019-12-02 01:35:26,b'Trump refuses to participate in impeachment hearings. Another effort to delegitimize American government. Menace to\xe2\x80\xa6 https://t.co/TPSDxauv3r',5214,1765
Politics,BreitbartNews,2019-12-02 01:56:45,b'Trump White House tells Jerry Nadler to shove it! https://t.co/ewUrw9CIfE',7059,2013
Politics,JoeNBC,2019-12-02 00:17:50,"b'\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xe2\x80\x9cIn a classified briefing this fall, US intelligence officials told senators that Russia has engaged in a years-\xe2\x80\xa6 https://t.co/SECHSYlQHh'",3566,1508
Politics,eliehonig,2019-12-02 00:44:16,b'Easier to cry victimhood than to mount an actual defense on the facts.  https://t.co/dtjj74YSs2',7761,1728
Politics,Lis_Smith,2019-12-02 01:40:36,b'Moments of humanity and affection are allowed in politics. And they are rare.\n\nTo the folks tweeting this out like\xe2\x80\xa6 https://t.co/TKYFMM7tVM',3611,378
Politics,CREWcrew,2019-12-02 02:00:20,"b'Rudy Giuliani appears to have repeatedly taken on foreign clients dealing with U.S. legal problems, all while repre\xe2\x80\xa6 https://t.co/JqcubAVy3p'",814,548
Politics,mayawiley,2019-12-02 01:29:50,"b""Why am I not surprised? Because no one is: \xe2\x80\x9cWhite House will not participate in Wednesday's impeachment hearing\xe2\x80\x9d https://t.co/cFV1XczGoI""",3780,765
Politics,FAIRImmigration,2019-12-02 00:00:05,b'Progressives decry fake ICE university \xe2\x80\x93 turns out it was created under President Obama https://t.co/XiKkIiMqj6 via @FoxNews',1878,910
Politics,cnnbrk,2019-12-02 00:46:08,"b""Neither the President nor his attorneys will participate in Wednesday's House Judiciary impeachment hearing, they s\xe2\x80\xa6 https://t.co/4C84i2OM4g""",1884,621
Politics,BreitbartNews,2019-12-02 01:48:23,b'National Republican Congressional Committee (NRCC) Chairman @RepTomEmmer (R-MN) said Saturday that the Democrats\xe2\x80\x99 i\xe2\x80\xa6 https://t.co/9y0ldNQqIv',1009,291
Politics,CNN,2019-12-02 01:30:12,"b'Rep. Tom McClintock, a Republican member of the House Judiciary Committee, has argued that it would benefit Preside\xe2\x80\xa6 https://t.co/atwDed6V6U'",503,212
Politics,ABC,2019-12-02 00:32:21,b'NEW: Pres. Trump and his lawyers will not participate in Wednesday\xe2\x80\x99s impeachment hearing in the House Judiciary Com\xe2\x80\xa6 https://t.co/WMqGIk5sUi',536,196
Politics,BreitbartNews,2019-12-02 00:41:04,b'2019 Black Friday Firearm Background Checks Rank 2nd Highest in History https://t.co/RzqlWi1jBR',613,230
Politics,jeremycorbyn,2019-12-03 13:39:25,b'The cat is out of the bag.\nhttps://t.co/gz14ln6z6h',35372,16723
Politics,Mikel_Jollett,2019-12-03 21:46:19,b'I just saw the news about Kamala Harris withdrawing and all I can think is I would love to live in a country where\xe2\x80\xa6 https://t.co/cMror1p8xV',54919,7828
Politics,tribelaw,2019-12-03 19:31:59,b'If this devastating factual report by @RepAdamSchiff\xe2\x80\x99s Intelligence Committee doesn\xe2\x80\x99t warrant the president\xe2\x80\x99s impea\xe2\x80\xa6 https://t.co/SyJ0mMLMLc',14623,6407
Politics,kylegriffin1,2019-12-03 12:30:00,b'CNN confirms: The Republican-controlled Senate Intelligence Committee looked into allegations that Ukraine interfer\xe2\x80\xa6 https://t.co/wDIPke9rxG',17535,7199
Politics,jeremycorbyn,2019-12-03 07:14:00,"b'""There are two types of politics. One fuelled by fear, and one by hope."" https://t.co/uGKTaoRj5e'",15649,7005
Politics,adamcbest,2019-12-03 18:41:23,"b""Mike Bloomberg and Tom Steyer bought Kamala Harris\xe2\x80\x99s early exit. When you look at recent spending and polls, it's p\xe2\x80\xa6 https://t.co/Mk8AaUVU1n""",27729,4543
Politics,brianstelter,2019-12-03 23:31:38,"b'Sue Gordon speaks. And the CNN headline is stark:\n\n""Former official says Trump often refused to believe his intelli\xe2\x80\xa6 https://t.co/bSq5QzOT3O'",11544,4662
Politics,mkraju,2019-12-03 21:41:34,b'Just tried to ask Devin Nunes to react to being named in the Dems\xe2\x80\x99 impeachment report - and he ignored my question.\xe2\x80\xa6 https://t.co/OfJYXvP3xS',9232,3559
Politics,kayleighmcenany,2019-12-03 15:03:31,b'Paid family leave is vitally important to the prosperity of our workforce &amp; well-being of our families!\xe2\x80\xa6 https://t.co/aaPT6cb9nw',20995,5532
Politics,MoeedNj,2019-12-03 11:36:21,"b""National Crime Agency, UK's deal with Malik Riaz involving 1 Hyde Park Place is very damaging for Sharif family and\xe2\x80\xa6 https://t.co/6qGMZW0RRU""",3318,1254
Politics,ezraklein,2019-12-03 21:43:16,"b'So much in politics is complicated. This isn\'t.\n\n""The impeachment inquiry has found that President Trump, personall\xe2\x80\xa6 https://t.co/cQeqZiQM2W'",6032,1841
Politics,marclamonthill,2019-12-03 21:42:24,"b'Kamala Harris was not my choice. I strongly disagreed with her politics. That said, she was held to a different sta\xe2\x80\xa6 https://t.co/o6JuEak5JU'",8952,1859
Politics,EmmaKennedy,2019-12-03 10:30:07,"b'My last 2 RTs - the Tories lie deliberately to win elections.\n\nIf a solicitor or a Dr lies, they are struck off.\n\nW\xe2\x80\xa6 https://t.co/5EFlzOJiDY'",2644,798
Politics,Independent,2019-12-03 11:27:40,b'Tory minister admits US will be able to increase price of drugs bought by NHS after Brexit https://t.co/jVpSIghkpC',1531,1878
Politics,SarahHuckabee,2019-12-03 14:54:11,b'Proud of my friend @IvankaTrump for continuing to fight tirelessly for working moms across the country! Because of\xe2\x80\xa6 https://t.co/RDRdxcpj2K',18468,4190
Politics,jaketapper,2019-12-03 02:08:37,"b'GOP-led committee probed possible Ukraine interference in 2016 election and found nothing worth pursuing, sources s\xe2\x80\xa6 https://t.co/Z5vI5qgrVr'",8092,2812
Politics,GeoffRBennett,2019-12-03 00:32:08,"b'NEW: Trump has claimed Mueller applied to be FBI director and was ""turned down."" But newly released documents don\'t\xe2\x80\xa6 https://t.co/0TPa5NZn2q'",15855,5381
Politics,kylegriffin1,2019-12-03 03:55:36,"b'Trump has claimed Mueller applied to be FBI director and was ""turned down."" But the documents don\'t back up the pre\xe2\x80\xa6 https://t.co/2sQ6fQIwkI'",6924,2329
Politics,brianstelter,2019-12-03 02:06:17,"b'New from @jaketapper: ""The Republican-controlled Senate Intelligence Committee looked into allegations that Ukraine\xe2\x80\xa6 https://t.co/9tIAL2mjRb'",2601,1189
Politics,brhodes,2019-12-03 05:17:31,b'Our allies - unlike US politics and media - lives in a world of facts and not both sides narratives. Sadly they\xe2\x80\x99re\xe2\x80\xa6 https://t.co/AkeW5GfI2O',1177,240
Politics,KanchanGupta,2019-12-03 04:07:53,"b'With less than a quarter of seats in #Maharshtra Assembly, UT does this. I met Balasaheb Thackeray thrice in my lif\xe2\x80\xa6 https://t.co/JDCfAy44y4'",1223,549
Politics,PostRoz,2019-12-03 02:06:27,b'Democrats quietly debate expanding impeachment articles beyond Ukraine Via @rachaelmbade https://t.co/OjsbZRM1sS',2832,735
Politics,chuckwoolery,2019-12-03 05:22:42,"b""I REALLY DON'T CARE HOW MANY AND HOW BIG THE CROSS IS AROUND YOUR NECK.Pete Buttigieg Nods as Pastor Says Mexican I\xe2\x80\xa6 https://t.co/EZdurQ8Uhl""",1182,608
Politics,BreitbartNews,2019-12-03 03:42:05,b'Attorney General William Barr reportedly disagrees with a finding by the forthcoming Department of Justice (DOJ) In\xe2\x80\xa6 https://t.co/FUscwBVG76',1737,694
Politics,ClayTravis,2019-12-03 02:55:51,"b'You ban the word owner for racial insensitivity, relocate the all star game for transgender issues, have players &amp;\xe2\x80\xa6 https://t.co/1zoAD9iDam'",2073,251
Politics,SaraCarterDC,2019-12-03 05:45:00,"b"".@marc_lotter:\n\n'@JoeBiden Has Been Confused for a Long Time'\n\nhttps://t.co/Fd9aemOBLR""",1044,367
Politics,GulabMatiala,2019-12-03 06:07:55,b'The whole nation today is enraged and united in concern towards our sisters and daughters who are unsafe in their o\xe2\x80\xa6 https://t.co/u7fb6zz0k7',138,116
Politics,FAIRImmigration,2019-12-03 04:30:01,b'Sanctuary County Likely Releasing 1K Criminal Illegal Aliens into U.S. https://t.co/bo5j1b40Gg via @BreitbartNews @JxhnBinder',447,506
Politics,OutFrontCNN,2019-12-03 01:08:32,"b'""I wrote to her and I said... \'I really think that I could show the human side of what it\'s like to be targeted by\xe2\x80\xa6 https://t.co/FgcJKw4sZE'",2987,842
Politics,MigunaMiguna,2019-12-03 00:41:10,b'Driving While Drunk is a criminal offence. If anyone with 80 milligrams of alcohol in 100 millimetres of blood driv\xe2\x80\xa6 https://t.co/7X1bXjbkhs',1775,261
Politics,GovHowardDean,2019-12-03 00:19:28,b'\xe2\x80\x9cThe Supreme Court is not well. And the people know it. Perhaps the Court can heal itself before the public demands\xe2\x80\xa6 https://t.co/V9IXhutC55',870,181
Politics,BreitbartNews,2019-12-03 00:15:55,b'And the award for Worst Husband of the Year goes to... https://t.co/nOSKDEUTpP',4431,1254
Politics,CNN,2019-12-03 00:15:07,"b'George Conway, the husband of White House counselor Kellyanne Conway, has escalated his criticism of President Trum\xe2\x80\xa6 https://t.co/HJCOeGhkoE'",1995,364
Politics,ThisWeekABC,2019-12-03 00:01:02,"b'""My heart drops to my stomach when I realize he has tweeted about me again. The president of the United States is c\xe2\x80\xa6 https://t.co/BoEkPd25D3'",668,220
Politics,CNN,2019-12-03 00:30:07,"b""Pence pushed Trump to fire Flynn. Cohen was told not to contradict Trump. Here's what is in the newly released note\xe2\x80\xa6 https://t.co/HFkXPrj3uX""",440,187
Politics,jayrosen_nyu,2019-12-03 00:31:15,"b'Many of the problems the national press is having today stem from a failure of imagination. More specifically, the\xe2\x80\xa6 https://t.co/E0dRmauMC2'",199,91
Politics,CNN,2019-12-03 00:00:06,b'A federal appeals court has rejected an emergency bid from the Trump administration to move forward next week with\xe2\x80\xa6 https://t.co/NccVwovNFf',185,92
Politics,RossBarkan,2019-12-03 00:28:18,"b'Like, I am trying to be pure pundit here. My own politics are way to the left of Biden and I think Biden is a real\xe2\x80\xa6 https://t.co/10pOrQvcPl'",1359,132
Politics,jaketapper,2019-12-03 00:28:04,b'Highlights from the newly released FBI Mueller investigation notes\nhttps://t.co/QwblJYf5Xy',387,137
Politics,Reuters,2019-12-03 00:15:00,b'President Trump is under pressure from Prime Minister Boris Johnson to avoid comments on British politics while he\xe2\x80\x99\xe2\x80\xa6 https://t.co/QIFO7eBKdZ',91,43
Politics,BreitbartNews,2019-12-03 00:20:30,b'Total snoozer. https://t.co/W5V1aDE2Ni',278,96
Politics,MotherJones,2019-12-03 00:27:42,"b'The older white men who still lead national environmental groups have started to give way to a much younger, more d\xe2\x80\xa6 https://t.co/WdgNIcrMPJ'",167,43
